id,title,price,promo_price,url
1634207,"Ультрабук Honor MagicBook X15, 5301AAPN,  серый","
                                    54 990
                            ","
                                    54 890
                            ",https://www.citilink.ru/product/ultrabuk-honor-magicbook-x15-i5-10210u-8gb-ssd512gb-15-6-ips-fhd-w10h-1634207/
1438410,"Ноутбук Acer Aspire 3 A317-33-C2SS, NX.A6TER.00B,  серебристый","
                                    28 990
                            ","
                                    28 890
                            ",https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-33-c2ss-17-3-intel-celeron-n4500-4gb-128gb-1438410/
1194671,"Ноутбук Acer Aspire 3 A315-56-38MN, NX.HS5ER.00B,  черный","
                                    41 990
                            ","
                                    41 890
                            ",https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-38mn-15-6-intel-core-i3-1005g1-1-2ggc-8g-1194671/
1492046,"Ноутбук Lenovo IdeaPad 3 15ITL05, 81X800BGRK,  серый","
                                    43 990
                            ","
                                    43 890
                            ",https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl05-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-n-1492046/
1492045,"Ноутбук Lenovo IdeaPad 3 15ITL05, 81X800BKRK,  серый","
                                    44 990
                            ","
                                    44 890
                            ",https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl05-i3-1115g4-8gb-ssd512gb-15-6-ips-fhd-n-1492045/
1583747,"Ноутбук ASUS A516EA-EJ1448, 90NB0TY2-M24060,  серебристый","
                                    37 990
                            ","
                                    37 890
                            ",https://www.citilink.ru/product/noutbuk-asus-a516ea-ej1448-pg-7505-8gb-ssd256gb-15-6-tn-fhd-noos-1583747/
1672261,"Ноутбук Acer Aspire 3 A315-23-R6JR, NX.HVTER.02Z,  черный","
                                    50 990
                            ","
                                    50 890
                            ",https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r6jr-ryzen-5-3500u-8gb-1tb-ssd256gb-vega-1672261/
1638003,"Ноутбук GIGABYTE G5 GD-51RU123SD, GD-51RU123SD,  черный","
                                    89 990
                            ","
                                    89 890
                            ",https://www.citilink.ru/product/noutbuk-gigabyte-aorus-g5-gd-51ru123sd-i5-11400h-16gb-ssd512gb-rtx-305-1638003/
1473748,"Ноутбук ASUS TUF Gaming F15 FX506LH-HN197, 90NR03U1-M05380,  серый","
                                    89 490
                            ","
                                    89 390
                            ",https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx506lh-hn197-15-6-intel-core-i5-10300h-2-5ggc-1473748/
1583757,"Ноутбук ASUS A516JA-BQ1918, 90NB0SR1-M36230,  серый","
                                    69 990
                            ","
                                    69 890
                            ",https://www.citilink.ru/product/noutbuk-asus-a516ja-bq1918-i7-1065g7-16gb-ssd512gb-15-6-ips-fhd-noos-1583757/
1559063,"Ноутбук Huawei MateBook D 14, 53011UXA,  серый","
                                    49 990
                            ","
                                    49 790
                            ",https://www.citilink.ru/product/noutbuk-huawei-matebook-d-14-nbb-wai9-i5-10210u-8gb-ssd512gb-mx250-14-1559063/
1621918,"Ноутбук IRBIS NB NB78, NB78,  голубой","
                                    10 900
                            ","
                                    10 790
                            ",https://www.citilink.ru/product/noutbuk-irbis-nb-nb78-cel-j3455-4gb-500-13-3-ips-hd-w10-black-4500mah-1621918/
1194672,"Ноутбук Acer Aspire 3 A315-56-33X5, NX.HS5ER.00C,  черный","
                                    35 990
                            ","
                                    35 890
                            ",https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-33x5-15-6-intel-core-i3-1005g1-1-2ggc-8g-1194672/
1643268,"Ультрабук Honor MagicBook X15, 5301AAPQ,  серый","
                                    47 990
                            ","
                                    47 890
                            ",https://www.citilink.ru/product/ultrabuk-honor-magicbook-i3-10110u-8gb-ssd256gb-15-ips-fhd-w10h-grey-1643268/
1442113,"Ноутбук Digma EVE 14 C411, ES4058EW,  темно-серый","
                                    19 990
                            ","
                                    18 990
                            ",https://www.citilink.ru/product/noutbuk-digma-eve-14-windows-14-1-ips-intel-celeron-n3350-4gb-128gb-ss-1442113/
1660591,"Ультрабук Honor MagicBook, 5301ABCM,  серебристый","
                                    89 990
                            ","
                                    89 890
                            ",https://www.citilink.ru/product/ultrabuk-honor-magicbook-ryzen-5-5600h-16gb-ssd512gb-16-1-ips-fhd-w10-1660591/
1487469,"Ноутбук Lenovo IdeaPad 3 17ITL6, 82H9003DRK,  серый","
                                    24 990
                            ","
                                    24 890
                            ",https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17itl6-cel-6305-4gb-ssd256gb-17-3-tn-hd-noos-1487469/
